snippet_id,path,language,input_scale_N,hardware_tdp,hardware_cores,target_energy_joules
3e248ea0,data\snippets\3e248ea0.py,1329,45.0,16,0.00251
66e4e855,data\snippets\66e4e855.py,99737,65.0,4,0.836504
98deceba,data\snippets\98deceba.py,5031,125.0,16,0.023691
1c83822a,data\snippets\1c83822a.py,100372,65.0,16,2044.7326
b18baa30,data\snippets\b18baa30.py,49794,125.0,4,9.260304
ae928fc3,data\snippets\ae928fc3.py,5171,15.0,4,0.251276
6886dcf2,data\snippets\6886dcf2.py,100451,65.0,16,2.42195
0db3cb06,data\snippets\0db3cb06.py,9907,125.0,2,1.140048
cb030c9e,data\snippets\cb030c9e.py,99616,45.0,16,1324.52568
bec1085d,data\snippets\bec1085d.py,838,125.0,16,0.003642
65b9fdf1,data\snippets\65b9fdf1.py,895,15.0,2,0.003908
2f953d6e,data\snippets\2f953d6e.py,100016,65.0,2,15789.781966
2aaa4134,data\snippets\2aaa4134.py,4797,65.0,2,0.087508
34e2f227,data\snippets\34e2f227.py,49749,15.0,8,0.414404
d1d8ae6d,data\snippets\d1d8ae6d.py,4897,65.0,16,0.236792
6639dcd8,data\snippets\6639dcd8.py,50327,15.0,2,494.140048
1e321226,data\snippets\1e321226.py,50388,45.0,8,354.739102
2ad69e89,data\snippets\2ad69e89.py,99692,45.0,8,6.839105
10cbd1d1,data\snippets\10cbd1d1.py,5224,125.0,4,2.307131
12d0decb,data\snippets\12d0decb.py,635,15.0,4,0.000176
d18fe014,data\snippets\d18fe014.py,5472,125.0,8,0.117887
3dbf7c6c,data\snippets\3dbf7c6c.py,967,15.0,8,0.000896
8396f01f,data\snippets\8396f01f.py,50450,15.0,2,0.191328
8c255a0d,data\snippets\8c255a0d.py,4974,45.0,4,0.027058
68b16c48,data\snippets\68b16c48.py,4831,65.0,8,0.453069
e85a6a2c,data\snippets\e85a6a2c.py,9693,125.0,2,27.119543
586c9152,data\snippets\586c9152.py,9503,15.0,2,0.131235
95529b6e,data\snippets\95529b6e.py,5258,65.0,4,0.054789
3c302a1d,data\snippets\3c302a1d.py,756,15.0,4,0.000355
fd708fda,data\snippets\fd708fda.py,49778,15.0,8,111.003577
697ca777,data\snippets\697ca777.py,100203,45.0,16,1.729843
66142e44,data\snippets\66142e44.py,1089,65.0,4,0.002297
6b06d701,data\snippets\6b06d701.py,10446,45.0,16,1.569998
9fd75c1e,data\snippets\9fd75c1e.py,815,65.0,16,0.000468
9fb8ee43,data\snippets\9fb8ee43.py,50265,45.0,2,270.074171
50fb0890,data\snippets\50fb0890.py,99876,15.0,8,1.084836
ce53c555,data\snippets\ce53c555.py,1310,65.0,4,0.014873
ce943cf5,data\snippets\ce943cf5.py,10029,15.0,16,0.018075
c072515a,data\snippets\c072515a.py,9649,15.0,2,0.037095
536de537,data\snippets\536de537.py,9756,125.0,8,1.818052
0ee57b78,data\snippets\0ee57b78.py,99973,65.0,2,37.564572
caf1e3f9,data\snippets\caf1e3f9.py,988,65.0,4,0.009563
77e61aca,data\snippets\77e61aca.py,50018,125.0,8,182.246497
c52e2b61,data\snippets\c52e2b61.py,100123,65.0,2,18.661754
6d529237,data\snippets\6d529237.py,50232,15.0,4,45.470696
f159ece3,data\snippets\f159ece3.py,9968,45.0,4,5.422675
de464427,data\snippets\de464427.py,99991,15.0,2,4.694245
4f3acea9,data\snippets\4f3acea9.py,10109,15.0,4,0.018943
36d15c64,data\snippets\36d15c64.py,5213,45.0,16,0.007658
3a3026f2,data\snippets\3a3026f2.py,49580,65.0,2,1984.416779
f17a8562,data\snippets\f17a8562.py,4823,45.0,2,0.062459
7435b20e,data\snippets\7435b20e.py,5208,15.0,2,0.544723
e25ab595,data\snippets\e25ab595.py,9708,125.0,16,3.396212
1d2c5ac2,data\snippets\1d2c5ac2.py,5009,15.0,2,0.023412
9b11774b,data\snippets\9b11774b.py,50113,125.0,16,501.423158
4220383e,data\snippets\4220383e.py,4880,15.0,8,0.033197
ee95dce3,data\snippets\ee95dce3.py,9742,15.0,2,0.137931
e4519675,data\snippets\e4519675.py,9545,45.0,16,0.318103
96d4c431,data\snippets\96d4c431.py,10123,15.0,16,0.011632
b4168069,data\snippets\b4168069.py,10295,15.0,4,0.049105
dae15360,data\snippets\dae15360.py,4517,125.0,8,0.036353
b110e922,data\snippets\b110e922.py,100330,65.0,2,39.427064
89ae254a,data\snippets\89ae254a.py,49781,15.0,16,10.402275
35927fa1,data\snippets\35927fa1.py,702,65.0,4,0.005995
887c9c6e,data\snippets\887c9c6e.py,1105,15.0,16,0.000635
daff24ac,data\snippets\daff24ac.py,100485,125.0,16,4115.600168
8ca047d8,data\snippets\8ca047d8.py,49939,125.0,2,3805.352443
e9004913,data\snippets\e9004913.py,9610,45.0,4,5.11818
9d61ad8f,data\snippets\9d61ad8f.py,9568,45.0,8,0.095986
7a224f76,data\snippets\7a224f76.py,49855,15.0,4,242.862627
1d1cafc6,data\snippets\1d1cafc6.py,10061,15.0,8,0.022878
63e038ca,data\snippets\63e038ca.py,49658,45.0,16,0.59703
57624aec,data\snippets\57624aec.py,100352,125.0,2,37.85283
ea26523b,data\snippets\ea26523b.py,745,65.0,2,0.002091
5948fd1b,data\snippets\5948fd1b.py,99809,45.0,8,0.278093
d3500bb1,data\snippets\d3500bb1.py,4620,125.0,8,0.036843
0d376ce8,data\snippets\0d376ce8.py,805,45.0,8,0.002377
072f85f9,data\snippets\072f85f9.py,9599,45.0,4,0.202033
5f03caea,data\snippets\5f03caea.py,49802,65.0,16,1.253077
3ee4e3fe,data\snippets\3ee4e3fe.py,1285,65.0,4,0.006841
151efff0,data\snippets\151efff0.py,49537,15.0,4,0.777789
ef6ed696,data\snippets\ef6ed696.py,50462,125.0,16,0.187899
93c036cf,data\snippets\93c036cf.py,5306,125.0,16,0.058536
8203a234,data\snippets\8203a234.py,49690,65.0,16,0.859005
c43c981e,data\snippets\c43c981e.py,50494,45.0,8,1.158714
bd7c8698,data\snippets\bd7c8698.py,100140,65.0,8,4217.46192
f764982f,data\snippets\f764982f.py,10079,125.0,2,0.79922
a800b7b1,data\snippets\a800b7b1.py,5156,45.0,16,0.007334
d190a964,data\snippets\d190a964.py,1327,15.0,2,0.001616
43a94873,data\snippets\43a94873.py,9999,15.0,16,0.478864
a4ed431d,data\snippets\a4ed431d.py,5126,45.0,4,0.028054
cdaa5de6,data\snippets\cdaa5de6.py,9783,45.0,8,0.063927
0742702e,data\snippets\0742702e.py,10389,65.0,2,4.448167
65d3f3ef,data\snippets\65d3f3ef.py,663,15.0,4,0.001285
0d8b6a41,data\snippets\0d8b6a41.py,99711,15.0,2,602.055966
2725b91d,data\snippets\2725b91d.py,49604,45.0,8,65.911759
07f8217e,data\snippets\07f8217e.py,4888,45.0,8,0.331447
b623b880,data\snippets\b623b880.py,4655,125.0,8,0.779126
345f6811,data\snippets\345f6811.py,100341,125.0,2,2.988469
a366d7a2,data\snippets\a366d7a2.py,9880,65.0,2,3.900625
423c6f8b,data\snippets\423c6f8b.py,49671,15.0,2,84.584039
e3f73f21,data\snippets\e3f73f21.py,4654,15.0,2,0.019761
704390de,data\snippets\704390de.py,49865,65.0,4,180.615813
3fea6c9e,data\snippets\3fea6c9e.py,5097,15.0,4,0.244927
566505da,data\snippets\566505da.py,1490,65.0,4,0.004248
b6cd095b,data\snippets\b6cd095b.py,50182,45.0,8,62.118842
c9bba1e8,data\snippets\c9bba1e8.py,5332,65.0,4,0.054258
94ea4509,data\snippets\94ea4509.py,50420,15.0,16,0.277448
0585de33,data\snippets\0585de33.py,1043,45.0,8,0.001214
1844eb24,data\snippets\1844eb24.py,99528,15.0,4,1904.864927
41dea33f,data\snippets\41dea33f.py,100441,45.0,4,0.559804
917b40fd,data\snippets\917b40fd.py,1266,15.0,2,0.006532
c0ebabab,data\snippets\c0ebabab.py,100273,45.0,4,6.49153
07ef95f6,data\snippets\07ef95f6.py,9910,125.0,2,1.158258
a8687266,data\snippets\a8687266.py,1302,15.0,2,0.003288
fc709d7b,data\snippets\fc709d7b.py,49840,125.0,8,178.086996
23e05754,data\snippets\23e05754.py,100330,15.0,2,4.714296
8a1e1ed7,data\snippets\8a1e1ed7.py,50361,15.0,8,21.551099
2b33e198,data\snippets\2b33e198.py,854,15.0,2,0.000662
fded62c7,data\snippets\fded62c7.py,800,125.0,2,0.026896
9127d382,data\snippets\9127d382.py,9719,15.0,2,3.309386
b17e77fd,data\snippets\b17e77fd.py,9561,15.0,2,3.307058
583fc091,data\snippets\583fc091.py,99821,125.0,16,4024.228111
d52e8cde,data\snippets\d52e8cde.py,49570,125.0,4,1981.329743
af326826,data\snippets\af326826.py,49519,125.0,4,9.37921
6995128a,data\snippets\6995128a.py,531,125.0,16,0.000582
3e16a4b8,data\snippets\3e16a4b8.py,100158,125.0,16,3823.150721
c2621661,data\snippets\c2621661.py,5223,65.0,4,1.126921
dec621a9,data\snippets\dec621a9.py,4874,65.0,4,0.040816
d44b7185,data\snippets\d44b7185.py,5340,15.0,16,0.007002
a1cccbed,data\snippets\a1cccbed.py,5227,125.0,2,0.16377
3d5f7b8c,data\snippets\3d5f7b8c.py,972,125.0,4,0.005939
d087436e,data\snippets\d087436e.py,49941,15.0,4,0.793202
c0a9ab4c,data\snippets\c0a9ab4c.py,5254,125.0,8,0.053995
4495b471,data\snippets\4495b471.py,5087,45.0,2,1.496439
5d400d93,data\snippets\5d400d93.py,50041,125.0,4,346.446998
f9e3b691,data\snippets\f9e3b691.py,50494,125.0,8,180.481142
04150d3c,data\snippets\04150d3c.py,10267,15.0,16,0.012002
e3c1bf44,data\snippets\e3c1bf44.py,10401,125.0,2,0.340518
197e33ba,data\snippets\197e33ba.py,99978,65.0,8,4.966618
78af9ef9,data\snippets\78af9ef9.py,4659,45.0,2,0.325975
9bac2e59,data\snippets\9bac2e59.py,4646,45.0,8,0.033578
40444a09,data\snippets\40444a09.py,1480,125.0,16,0.005575
17c9077b,data\snippets\17c9077b.py,49778,15.0,4,0.0977
f892e89b,data\snippets\f892e89b.py,9716,15.0,16,0.01729
68c86fb0,data\snippets\68c86fb0.py,49902,45.0,16,0.804893
ceb14a76,data\snippets\ceb14a76.py,535,45.0,8,0.000197
a188f68f,data\snippets\a188f68f.py,49788,45.0,4,128.632473
2883c80b,data\snippets\2883c80b.py,785,65.0,8,0.00319
f0b8a179,data\snippets\f0b8a179.py,99847,45.0,8,6.924625
18a46c45,data\snippets\18a46c45.py,9936,15.0,4,1.757299
200910e5,data\snippets\200910e5.py,5274,45.0,2,0.483255
dcccf506,data\snippets\dcccf506.py,5488,125.0,2,0.223471
5b2b230f,data\snippets\5b2b230f.py,49778,65.0,16,46.948523
34d68911,data\snippets\34d68911.py,49623,45.0,4,717.663336
f2d0efc3,data\snippets\f2d0efc3.py,10005,125.0,8,0.309053
89e08e22,data\snippets\89e08e22.py,4743,65.0,16,0.210942
cda459ef,data\snippets\cda459ef.py,50261,65.0,2,363.275612
1f0674b7,data\snippets\1f0674b7.py,781,65.0,16,0.0003
c227ae97,data\snippets\c227ae97.py,99948,15.0,2,3745.472364
98d598b7,data\snippets\98d598b7.py,5222,45.0,4,0.793572
a907f1ff,data\snippets\a907f1ff.py,1362,45.0,8,0.001291
ccea076c,data\snippets\ccea076c.py,4677,45.0,8,0.032995
3de73dc6,data\snippets\3de73dc6.py,10325,15.0,2,4.020594
4f4b8395,data\snippets\4f4b8395.py,49786,15.0,4,1.087548
df1d4e7c,data\snippets\df1d4e7c.py,50022,15.0,4,229.478652
0fbf91b9,data\snippets\0fbf91b9.py,10351,125.0,4,17.786937
d1990237,data\snippets\d1990237.py,100000,125.0,2,5196.723079
8a68e51b,data\snippets\8a68e51b.py,811,45.0,16,0.000319
5a1a700f,data\snippets\5a1a700f.py,100237,45.0,8,3.541159
e90d36d3,data\snippets\e90d36d3.py,100178,65.0,8,627.229759
95db75db,data\snippets\95db75db.py,49730,65.0,16,0.097448
b9cf19bd,data\snippets\b9cf19bd.py,4866,65.0,8,0.023326
0a0c648e,data\snippets\0a0c648e.py,9668,125.0,16,3.526653
4b3b9380,data\snippets\4b3b9380.py,50040,65.0,8,1.69597
7897d197,data\snippets\7897d197.py,99932,15.0,16,73.219383
0bc4d3a5,data\snippets\0bc4d3a5.py,10396,125.0,2,0.340245
7daa83bc,data\snippets\7daa83bc.py,1050,65.0,8,0.004164
d98007cc,data\snippets\d98007cc.py,519,15.0,4,0.000121
af12c2d4,data\snippets\af12c2d4.py,10020,65.0,16,0.051018
88139207,data\snippets\88139207.py,5296,125.0,2,4.67359
3032cba7,data\snippets\3032cba7.py,5466,65.0,8,0.194445
7ca85426,data\snippets\7ca85426.py,9679,65.0,16,1.80976
665e7b88,data\snippets\665e7b88.py,9553,45.0,16,1.275661
9a1ec314,data\snippets\9a1ec314.py,1306,125.0,2,0.041866
30476ac4,data\snippets\30476ac4.py,50292,125.0,4,0.767378
09a5365c,data\snippets\09a5365c.py,5041,65.0,16,0.010438
53df3fe9,data\snippets\53df3fe9.py,4749,125.0,16,0.4386
0d362f78,data\snippets\0d362f78.py,49684,125.0,2,18.79472
aabdcbf4,data\snippets\aabdcbf4.py,10073,125.0,2,0.752228
a1fae474,data\snippets\a1fae474.py,50236,15.0,16,0.200233
dff5d803,data\snippets\dff5d803.py,10469,65.0,4,9.32508
ccdf4687,data\snippets\ccdf4687.py,4534,15.0,16,0.002213
7daf1153,data\snippets\7daf1153.py,4829,45.0,8,0.015411
5d6d0717,data\snippets\5d6d0717.py,99660,15.0,8,936.146793
8df7ba69,data\snippets\8df7ba69.py,4840,15.0,8,0.004335
3d138141,data\snippets\3d138141.py,49850,125.0,8,3.393688
77359220,data\snippets\77359220.py,1197,15.0,16,0.000768
5c7335b6,data\snippets\5c7335b6.py,99884,65.0,8,0.415953
c9e21551,data\snippets\c9e21551.py,49923,65.0,8,482.746823
7e2cd8ac,data\snippets\7e2cd8ac.py,5215,65.0,16,0.010453
b9b03fd2,data\snippets\b9b03fd2.py,5451,125.0,2,1.496415
30a2493c,data\snippets\30a2493c.py,49768,15.0,2,2.150214
941a708d,data\snippets\941a708d.py,50201,65.0,8,539.524426
b5b6a76b,data\snippets\b5b6a76b.py,853,15.0,2,0.00064
3c561b99,data\snippets\3c561b99.py,49746,65.0,4,0.402999
a307002e,data\snippets\a307002e.py,4681,65.0,8,0.018415
eadf922e,data\snippets\eadf922e.py,5316,15.0,2,0.053707
b62dc97c,data\snippets\b62dc97c.py,99741,15.0,16,0.562516
690d789d,data\snippets\690d789d.py,99702,15.0,4,2.315488
f086d461,data\snippets\f086d461.py,4722,65.0,4,0.240503
e1ae0bc5,data\snippets\e1ae0bc5.py,4750,65.0,16,0.062572
887bc759,data\snippets\887bc759.py,4581,125.0,16,0.018472
56470a3c,data\snippets\56470a3c.py,5362,45.0,2,0.06161
6926b47f,data\snippets\6926b47f.py,4582,125.0,16,0.114103
5d835640,data\snippets\5d835640.py,50425,45.0,2,6.833407
a2985f54,data\snippets\a2985f54.py,100109,65.0,8,630.126884
95500b55,data\snippets\95500b55.py,9725,15.0,2,0.832057
63405fd0,data\snippets\63405fd0.py,50407,125.0,4,1976.137437
08bcb35d,data\snippets\08bcb35d.py,949,125.0,4,0.013715
e8e6491d,data\snippets\e8e6491d.py,99778,125.0,2,5187.435039
99a7a567,data\snippets\99a7a567.py,50338,65.0,4,0.406963
88af027d,data\snippets\88af027d.py,5046,15.0,8,0.117288
a40e769f,data\snippets\a40e769f.py,1473,15.0,4,0.002868
47014326,data\snippets\47014326.py,100414,125.0,4,37.681975
e4e2514f,data\snippets\e4e2514f.py,1012,125.0,2,0.033159
04e5af35,data\snippets\04e5af35.py,49561,45.0,16,31.950956
7d1e1ac0,data\snippets\7d1e1ac0.py,1265,15.0,2,0.001481
ccddac35,data\snippets\ccddac35.py,810,65.0,16,0.00169
2886a8a6,data\snippets\2886a8a6.py,1441,65.0,2,0.017817
5bea9304,data\snippets\5bea9304.py,9658,65.0,16,0.073135
b02813a8,data\snippets\b02813a8.py,634,15.0,2,0.000346
8b56ccf9,data\snippets\8b56ccf9.py,100166,65.0,8,0.389483
0dd704f5,data\snippets\0dd704f5.py,820,45.0,8,0.00236
260376b5,data\snippets\260376b5.py,681,65.0,4,0.00269
18956251,data\snippets\18956251.py,4724,45.0,2,0.053956
f87e1c24,data\snippets\f87e1c24.py,1456,45.0,2,0.024162
03d6e968,data\snippets\03d6e968.py,10011,65.0,4,2.078624
f1308cde,data\snippets\f1308cde.py,50001,45.0,4,2.395768
823d0465,data\snippets\823d0465.py,5470,125.0,2,5.246364
e0618979,data\snippets\e0618979.py,1412,65.0,8,0.011701
6cf740d9,data\snippets\6cf740d9.py,50300,15.0,8,0.564458
89f10c67,data\snippets\89f10c67.py,9562,125.0,8,1.750353
8ddc2a6a,data\snippets\8ddc2a6a.py,754,15.0,2,0.000528
cc566594,data\snippets\cc566594.py,4746,65.0,16,0.01096
da7becce,data\snippets\da7becce.py,50005,65.0,4,0.41857
3eedaa77,data\snippets\3eedaa77.py,1471,125.0,2,0.102784
a33a70f3,data\snippets\a33a70f3.py,10339,15.0,4,2.166261
f2c734d8,data\snippets\f2c734d8.py,9834,65.0,4,8.025826
eb128547,data\snippets\eb128547.py,50138,45.0,2,1474.130818
6b823b68,data\snippets\6b823b68.py,4641,65.0,4,0.099876
8d07c901,data\snippets\8d07c901.py,5344,125.0,16,0.028015
c5c5a3c4,data\snippets\c5c5a3c4.py,10240,15.0,4,0.045091
61d8f8f3,data\snippets\61d8f8f3.py,4612,45.0,4,0.158911
5f745056,data\snippets\5f745056.py,10156,125.0,16,0.040824
581adbed,data\snippets\581adbed.py,100137,125.0,2,72.634109
5e00e37f,data\snippets\5e00e37f.py,49884,45.0,4,668.469126
16598afc,data\snippets\16598afc.py,100463,15.0,16,0.547655
bdae03ce,data\snippets\bdae03ce.py,99938,45.0,8,0.26791
ff5842c7,data\snippets\ff5842c7.py,100129,125.0,4,2595.20077
91223873,data\snippets\91223873.py,4852,15.0,2,0.448101
532fb7fa,data\snippets\532fb7fa.py,9520,125.0,16,0.036489
ed451af2,data\snippets\ed451af2.py,830,15.0,16,0.000392
1b2b1a87,data\snippets\1b2b1a87.py,100302,65.0,16,1974.545644
48cce1a5,data\snippets\48cce1a5.py,9871,45.0,2,11.067303
2f51c0de,data\snippets\2f51c0de.py,50002,15.0,8,0.048662
de90fb88,data\snippets\de90fb88.py,100199,15.0,8,142.686092
a3d93e9f,data\snippets\a3d93e9f.py,100162,15.0,4,4.410942
cd558981,data\snippets\cd558981.py,50398,45.0,16,0.072682
00e628b1,data\snippets\00e628b1.py,50031,15.0,8,0.41643
2c58beb8,data\snippets\2c58beb8.py,100428,65.0,2,18.876095
97107919,data\snippets\97107919.py,1022,65.0,4,0.0033
b80b1799,data\snippets\b80b1799.py,50351,45.0,4,128.831776
c0e7f87d,data\snippets\c0e7f87d.py,50159,15.0,2,0.18939
1fe14bae,data\snippets\1fe14bae.py,50152,125.0,2,719.343242
51d87e99,data\snippets\51d87e99.py,50107,125.0,16,0.189003
27f7cbf3,data\snippets\27f7cbf3.py,5237,45.0,16,0.207115
342bab14,data\snippets\342bab14.py,5105,125.0,8,0.039289
66075360,data\snippets\66075360.py,9634,15.0,8,0.221906
91ac1158,data\snippets\91ac1158.py,673,65.0,2,0.005168
eebcca73,data\snippets\eebcca73.py,49735,125.0,4,357.024164
fe3eca45,data\snippets\fe3eca45.py,628,125.0,2,0.002863
b1b2ee05,data\snippets\b1b2ee05.py,50235,65.0,8,2.519928
594dfbed,data\snippets\594dfbed.py,1350,65.0,8,0.007457
d0369744,data\snippets\d0369744.py,9759,15.0,16,0.419643
d9cb8910,data\snippets\d9cb8910.py,50292,45.0,16,0.867667
54dde9b8,data\snippets\54dde9b8.py,100392,15.0,4,1940.219837
67d2e9cd,data\snippets\67d2e9cd.py,9553,15.0,16,0.010704
07c82fdd,data\snippets\07c82fdd.py,9799,125.0,16,0.036831
ab26b48c,data\snippets\ab26b48c.py,1476,65.0,8,0.013611
eec62d05,data\snippets\eec62d05.py,4634,125.0,2,0.365216
ec06356f,data\snippets\ec06356f.py,50318,65.0,2,0.840559
fd699184,data\snippets\fd699184.py,100255,65.0,8,0.396775
6b8f1282,data\snippets\6b8f1282.py,99968,65.0,4,10.125067
62bc8d11,data\snippets\62bc8d11.py,50365,125.0,16,0.193628
3188e852,data\snippets\3188e852.py,9820,125.0,4,14.30602
6d634225,data\snippets\6d634225.py,50453,45.0,4,3.496072
de515486,data\snippets\de515486.py,50204,15.0,4,237.794128
7050f91c,data\snippets\7050f91c.py,9726,65.0,8,0.03939
9d885512,data\snippets\9d885512.py,10172,15.0,8,0.98068
4ffa9fc9,data\snippets\4ffa9fc9.py,50088,15.0,8,0.045476
518a283a,data\snippets\518a283a.py,49944,45.0,2,1370.78598
ff1f56a7,data\snippets\ff1f56a7.py,1429,15.0,4,0.002074
bd1d6248,data\snippets\bd1d6248.py,9752,65.0,2,0.618503
3d38e788,data\snippets\3d38e788.py,100056,125.0,2,74.040628
e1c8989e,data\snippets\e1c8989e.py,10324,45.0,16,0.035934
50102a61,data\snippets\50102a61.py,99815,45.0,4,5418.697966
e689c60a,data\snippets\e689c60a.py,9594,15.0,8,0.211457
b5c134eb,data\snippets\b5c134eb.py,4731,45.0,8,0.309462
e307b9ab,data\snippets\e307b9ab.py,50048,15.0,8,0.048865
e98b487d,data\snippets\e98b487d.py,49946,65.0,16,263.683021
ff286f28,data\snippets\ff286f28.py,50047,125.0,2,687.045444
59da9348,data\snippets\59da9348.py,4653,65.0,2,0.192149
88b52e7f,data\snippets\88b52e7f.py,50156,15.0,2,0.194406
19a3742f,data\snippets\19a3742f.py,4773,15.0,4,0.197231
da469cf6,data\snippets\da469cf6.py,49696,65.0,2,359.612432
96530e0c,data\snippets\96530e0c.py,5093,65.0,8,0.024347
6fe9a10a,data\snippets\6fe9a10a.py,50399,65.0,2,10.161072
d03c56ee,data\snippets\d03c56ee.py,10066,45.0,4,0.135076
4f7579dd,data\snippets\4f7579dd.py,100382,15.0,8,152.769604
8d4884fb,data\snippets\8d4884fb.py,100194,125.0,8,0.812603
efe283d9,data\snippets\efe283d9.py,1255,125.0,16,0.005102
b00be174,data\snippets\b00be174.py,5281,45.0,8,0.116128
00c068fa,data\snippets\00c068fa.py,10188,45.0,16,0.033806
a0501340,data\snippets\a0501340.py,99742,45.0,4,5483.170976
bc16caa1,data\snippets\bc16caa1.py,859,15.0,8,0.000164
d6f30097,data\snippets\d6f30097.py,100321,15.0,8,153.474962
978b99a5,data\snippets\978b99a5.py,4836,125.0,16,0.462309
a6bcb80d,data\snippets\a6bcb80d.py,613,65.0,16,0.001204
1f7d34cc,data\snippets\1f7d34cc.py,9557,45.0,4,0.129184
267f9047,data\snippets\267f9047.py,49527,65.0,4,3.468492
352ed871,data\snippets\352ed871.py,99838,125.0,4,1.636123
23499899,data\snippets\23499899.py,1007,45.0,4,0.005667
910f2658,data\snippets\910f2658.py,4950,125.0,8,0.03827
a1aa7cc9,data\snippets\a1aa7cc9.py,807,45.0,4,0.001268
becc2983,data\snippets\becc2983.py,99850,45.0,2,1.108311
271f797f,data\snippets\271f797f.py,10158,65.0,2,0.16392
f6047efb,data\snippets\f6047efb.py,1098,15.0,4,0.002624
4daf22fe,data\snippets\4daf22fe.py,49802,15.0,2,1.628139
846cd482,data\snippets\846cd482.py,706,45.0,2,0.001623
c92c79ab,data\snippets\c92c79ab.py,1042,15.0,2,0.004293
9de67634,data\snippets\9de67634.py,49636,15.0,16,0.273843
de72f673,data\snippets\de72f673.py,1481,125.0,8,0.0115
7513daa6,data\snippets\7513daa6.py,99518,65.0,4,8049.32596
8dd63c10,data\snippets\8dd63c10.py,100004,125.0,4,2388.444882
9c466cc5,data\snippets\9c466cc5.py,524,45.0,16,0.0001
69f502da,data\snippets\69f502da.py,100039,125.0,2,5106.192714
ff313411,data\snippets\ff313411.py,99545,125.0,8,1182.387455
484fc932,data\snippets\484fc932.py,100201,65.0,8,10.247454
b04ccad5,data\snippets\b04ccad5.py,5088,65.0,8,0.021694
045be2b0,data\snippets\045be2b0.py,100365,45.0,4,5695.898722
fc42f100,data\snippets\fc42f100.py,10329,65.0,8,4.684386
8c302cbe,data\snippets\8c302cbe.py,100005,65.0,8,0.424266
f230dabc,data\snippets\f230dabc.py,100097,125.0,16,4.618821
1b6ca7b4,data\snippets\1b6ca7b4.py,99901,45.0,4,5378.915799
13d94b26,data\snippets\13d94b26.py,1376,125.0,16,0.009925
ab52cf3f,data\snippets\ab52cf3f.py,50292,125.0,8,0.385625
e25edc97,data\snippets\e25edc97.py,99885,45.0,16,3.378527
447e67d3,data\snippets\447e67d3.py,50121,65.0,16,1.233911
ae69eacc,data\snippets\ae69eacc.py,49732,65.0,4,0.41719
2e51b247,data\snippets\2e51b247.py,769,65.0,8,0.00081
687c502f,data\snippets\687c502f.py,5030,65.0,16,0.012347
dcdf6814,data\snippets\dcdf6814.py,100435,65.0,16,0.20034
ee953344,data\snippets\ee953344.py,4788,125.0,16,0.021543
